size,subset,tune_f1,tune_calls,eval_f1,eval_calls,eval_em,diff_f1_vs_k3,diff_calls_vs_k3,f1_per_call,f1_minus_05calls
5,answer_stable_f1+answer_stable_seq+answer_in_evidence+overlap_signal+top_score_z_intra,49.080519480519484,1.3,47.35062622562623,1.3,37.333333333333336,-11.017900617900608,-1.7,36.423558635097095,46.70062622562623
6,answer_stable+answer_stable_f1+answer_stable_seq+answer_in_evidence+overlap_signal+top_score_z_intra,49.080519480519484,1.3,47.35062622562623,1.3,37.333333333333336,-11.017900617900608,-1.7,36.423558635097095,46.70062622562623
5,answer_stable+answer_in_evidence+calibrated_conf+overlap_signal+top_score_z_intra,49.080519480519484,1.31,47.35062622562623,1.3066666666666666,37.333333333333336,-11.017900617900608,-1.6933333333333334,36.237724152264974,46.69729289229289
5,answer_stable_f1+answer_in_evidence+calibrated_conf+overlap_signal+top_score_z_intra,49.080519480519484,1.31,47.35062622562623,1.3066666666666666,37.333333333333336,-11.017900617900608,-1.6933333333333334,36.237724152264974,46.69729289229289
6,answer_stable+answer_stable_f1+answer_in_evidence+calibrated_conf+overlap_signal+top_score_z_intra,49.080519480519484,1.31,47.35062622562623,1.3066666666666666,37.333333333333336,-11.017900617900608,-1.6933333333333334,36.237724152264974,46.69729289229289
4,answer_stable+answer_in_evidence+overlap_signal+top_score_z_intra,49.080519480519484,1.31,47.35062622562623,1.31,37.333333333333336,-11.017900617900608,-1.69,36.145516202768114,46.69562622562623
4,answer_stable_f1+answer_in_evidence+overlap_signal+top_score_z_intra,49.080519480519484,1.31,47.35062622562623,1.31,37.333333333333336,-11.017900617900608,-1.69,36.145516202768114,46.69562622562623
5,answer_stable+answer_stable_f1+answer_in_evidence+overlap_signal+top_score_z_intra,49.080519480519484,1.31,47.35062622562623,1.31,37.333333333333336,-11.017900617900608,-1.69,36.145516202768114,46.69562622562623
4,calibrated_conf+overlap_signal+top_score_z_intra+gap,49.830519480519484,1.5,47.28713416213416,1.4466666666666668,38.0,-11.081392681392678,-1.5533333333333332,32.68695909824942,46.56380082880082
3,answer_stable+overlap_signal+gap,47.830519480519484,1.49,47.211737336737336,1.4233333333333333,37.666666666666664,-11.1567895067895,-1.5766666666666667,33.16983887826979,46.50007067007067
4,answer_stable+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.44,47.20380082880083,1.37,38.0,-11.164726014726007,-1.63,34.455329072117394,46.51880082880083
3,answer_stable_f1+overlap_signal+gap,47.830519480519484,1.49,47.10062622562623,1.4166666666666667,37.333333333333336,-11.267900617900608,-1.5833333333333333,33.24750086514793,46.39229289229289
4,answer_stable+answer_stable_f1+overlap_signal+gap,47.830519480519484,1.49,47.10062622562623,1.4166666666666667,37.333333333333336,-11.267900617900608,-1.5833333333333333,33.24750086514793,46.39229289229289
3,answer_stable_f1+calibrated_conf+gap,48.830519480519484,1.47,47.045070670070665,1.39,37.666666666666664,-11.323456173456172,-1.61,33.84537458278465,46.350070670070664
4,answer_stable+answer_stable_f1+calibrated_conf+gap,48.830519480519484,1.47,47.045070670070665,1.39,37.666666666666664,-11.323456173456172,-1.61,33.84537458278465,46.350070670070664
3,answer_in_evidence+calibrated_conf+gap,51.830519480519484,1.59,47.03951511451512,1.5233333333333334,37.333333333333336,-11.329011729011718,-1.4766666666666666,30.879331585020864,46.277848447848456
2,answer_in_evidence+gap,50.830519480519484,1.66,47.03951511451512,1.62,37.333333333333336,-11.329011729011718,-1.38,29.03673772500933,46.22951511451512
4,answer_stable+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.45,47.03713416213416,1.39,37.666666666666664,-11.331392681392678,-1.61,33.83966486484472,46.34213416213416
4,answer_stable_f1+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.45,46.92602305102306,1.3833333333333333,37.333333333333336,-11.442503792503778,-1.6166666666666667,33.92242630194438,46.23435638435639
5,answer_stable+answer_stable_f1+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.45,46.92602305102306,1.3833333333333333,37.333333333333336,-11.442503792503778,-1.6166666666666667,33.92242630194438,46.23435638435639
4,answer_stable_f1+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.42,46.870467495467494,1.3633333333333333,37.666666666666664,-11.498059348059343,-1.6366666666666667,34.37931601134535,46.18880082880083
5,answer_stable+answer_stable_f1+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.42,46.870467495467494,1.3633333333333333,37.666666666666664,-11.498059348059343,-1.6366666666666667,34.37931601134535,46.18880082880083
4,answer_in_evidence+calibrated_conf+top_score_z_intra+gap,51.830519480519484,1.55,46.86491193991195,1.4966666666666666,37.333333333333336,-11.503614903614888,-1.5033333333333334,31.312858757179477,46.116578606578614
3,answer_in_evidence+top_score_z_intra+gap,51.830519480519484,1.61,46.86491193991195,1.5933333333333333,37.333333333333336,-11.503614903614888,-1.4066666666666667,29.413124648480302,46.06824527324528
3,answer_stable_seq+overlap_signal+gap,47.830519480519484,1.47,46.60062622562623,1.39,37.0,-11.767900617900608,-1.61,33.52563037814837,45.90562622562623
4,answer_stable+answer_stable_seq+overlap_signal+gap,47.830519480519484,1.47,46.60062622562623,1.39,37.0,-11.767900617900608,-1.61,33.52563037814837,45.90562622562623
4,answer_stable_f1+answer_stable_seq+overlap_signal+gap,47.830519480519484,1.47,46.60062622562623,1.39,37.0,-11.767900617900608,-1.61,33.52563037814837,45.90562622562623
5,answer_stable+answer_stable_f1+answer_stable_seq+overlap_signal+gap,47.830519480519484,1.47,46.60062622562623,1.39,37.0,-11.767900617900608,-1.61,33.52563037814837,45.90562622562623
2,answer_stable_seq+gap,48.830519480519484,1.58,46.60062622562623,1.43,37.0,-11.767900617900608,-1.57,32.58785050743093,45.885626225626226
3,answer_stable+answer_stable_seq+gap,48.830519480519484,1.58,46.60062622562623,1.43,37.0,-11.767900617900608,-1.57,32.58785050743093,45.885626225626226
3,answer_stable_f1+answer_stable_seq+gap,48.830519480519484,1.58,46.60062622562623,1.43,37.0,-11.767900617900608,-1.57,32.58785050743093,45.885626225626226
4,answer_stable+answer_stable_f1+answer_stable_seq+gap,48.830519480519484,1.58,46.60062622562623,1.43,37.0,-11.767900617900608,-1.57,32.58785050743093,45.885626225626226
4,answer_stable_seq+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.43,46.42602305102306,1.3566666666666667,37.0,-11.942503792503778,-1.6433333333333333,34.22065581156491,45.747689717689724
5,answer_stable+answer_stable_seq+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.43,46.42602305102306,1.3566666666666667,37.0,-11.942503792503778,-1.6433333333333333,34.22065581156491,45.747689717689724
5,answer_stable_f1+answer_stable_seq+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.43,46.42602305102306,1.3566666666666667,37.0,-11.942503792503778,-1.6433333333333333,34.22065581156491,45.747689717689724
6,answer_stable+answer_stable_f1+answer_stable_seq+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.43,46.42602305102306,1.3566666666666667,37.0,-11.942503792503778,-1.6433333333333333,34.22065581156491,45.747689717689724
3,answer_stable_seq+top_score_z_intra+gap,48.830519480519484,1.52,46.42602305102306,1.3966666666666667,37.0,-11.942503792503778,-1.6033333333333333,33.24058929667522,45.72768971768973
4,answer_stable+answer_stable_seq+top_score_z_intra+gap,48.830519480519484,1.52,46.42602305102306,1.3966666666666667,37.0,-11.942503792503778,-1.6033333333333333,33.24058929667522,45.72768971768973
4,answer_stable_f1+answer_stable_seq+top_score_z_intra+gap,48.830519480519484,1.52,46.42602305102306,1.3966666666666667,37.0,-11.942503792503778,-1.6033333333333333,33.24058929667522,45.72768971768973
5,answer_stable+answer_stable_f1+answer_stable_seq+top_score_z_intra+gap,48.830519480519484,1.52,46.42602305102306,1.3966666666666667,37.0,-11.942503792503778,-1.6033333333333333,33.24058929667522,45.72768971768973
4,answer_stable+calibrated_conf+overlap_signal+gap,47.830519480519484,1.46,46.378404003404,1.3633333333333333,37.0,-11.990122840122837,-1.6366666666666667,34.01838924455061,45.696737336737336
4,answer_stable_f1+calibrated_conf+overlap_signal+gap,47.830519480519484,1.46,46.378404003404,1.3633333333333333,37.0,-11.990122840122837,-1.6366666666666667,34.01838924455061,45.696737336737336
5,answer_stable+answer_stable_f1+calibrated_conf+overlap_signal+gap,47.830519480519484,1.46,46.378404003404,1.3633333333333333,37.0,-11.990122840122837,-1.6366666666666667,34.01838924455061,45.696737336737336
5,answer_stable+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.42,46.20380082880083,1.3366666666666667,37.0,-12.164726014726007,-1.6633333333333333,34.56643453526247,45.53546749546749
5,answer_stable_f1+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.42,46.20380082880083,1.3366666666666667,37.0,-12.164726014726007,-1.6633333333333333,34.56643453526247,45.53546749546749
6,answer_stable+answer_stable_f1+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.42,46.20380082880083,1.3366666666666667,37.0,-12.164726014726007,-1.6633333333333333,34.56643453526247,45.53546749546749
4,answer_stable_seq+calibrated_conf+overlap_signal+gap,47.830519480519484,1.45,46.045070670070665,1.35,36.666666666666664,-12.323456173456172,-1.65,34.1074597556079,45.37007067007067
5,answer_stable+answer_stable_seq+calibrated_conf+overlap_signal+gap,47.830519480519484,1.45,46.045070670070665,1.35,36.666666666666664,-12.323456173456172,-1.65,34.1074597556079,45.37007067007067
5,answer_stable_f1+answer_stable_seq+calibrated_conf+overlap_signal+gap,47.830519480519484,1.45,46.045070670070665,1.35,36.666666666666664,-12.323456173456172,-1.65,34.1074597556079,45.37007067007067
6,answer_stable+answer_stable_f1+answer_stable_seq+calibrated_conf+overlap_signal+gap,47.830519480519484,1.45,46.045070670070665,1.35,36.666666666666664,-12.323456173456172,-1.65,34.1074597556079,45.37007067007067
3,answer_stable_seq+calibrated_conf+gap,48.830519480519484,1.46,46.045070670070665,1.3633333333333333,36.666666666666664,-12.323456173456172,-1.6366666666666667,33.773890467044495,45.363404003404
4,answer_stable+answer_stable_seq+calibrated_conf+gap,48.830519480519484,1.46,46.045070670070665,1.3633333333333333,36.666666666666664,-12.323456173456172,-1.6366666666666667,33.773890467044495,45.363404003404
4,answer_stable_f1+answer_stable_seq+calibrated_conf+gap,48.830519480519484,1.46,46.045070670070665,1.3633333333333333,36.666666666666664,-12.323456173456172,-1.6366666666666667,33.773890467044495,45.363404003404
5,answer_stable+answer_stable_f1+answer_stable_seq+calibrated_conf+gap,48.830519480519484,1.46,46.045070670070665,1.3633333333333333,36.666666666666664,-12.323456173456172,-1.6366666666666667,33.773890467044495,45.363404003404
5,answer_stable_seq+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.41,45.870467495467494,1.3233333333333333,36.666666666666664,-12.498059348059343,-1.6766666666666667,34.66282178498803,45.208800828800825
6,answer_stable+answer_stable_seq+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.41,45.870467495467494,1.3233333333333333,36.666666666666664,-12.498059348059343,-1.6766666666666667,34.66282178498803,45.208800828800825
6,answer_stable_f1+answer_stable_seq+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.41,45.870467495467494,1.3233333333333333,36.666666666666664,-12.498059348059343,-1.6766666666666667,34.66282178498803,45.208800828800825
7,answer_stable+answer_stable_f1+answer_stable_seq+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.41,45.870467495467494,1.3233333333333333,36.666666666666664,-12.498059348059343,-1.6766666666666667,34.66282178498803,45.208800828800825
4,answer_stable_seq+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.41,45.870467495467494,1.3366666666666667,36.666666666666664,-12.498059348059343,-1.6633333333333333,34.31705797665897,45.20213416213416
5,answer_stable+answer_stable_seq+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.41,45.870467495467494,1.3366666666666667,36.666666666666664,-12.498059348059343,-1.6633333333333333,34.31705797665897,45.20213416213416
5,answer_stable_f1+answer_stable_seq+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.41,45.870467495467494,1.3366666666666667,36.666666666666664,-12.498059348059343,-1.6633333333333333,34.31705797665897,45.20213416213416
6,answer_stable+answer_stable_f1+answer_stable_seq+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.41,45.870467495467494,1.3366666666666667,36.666666666666664,-12.498059348059343,-1.6633333333333333,34.31705797665897,45.20213416213416
4,answer_in_evidence+calibrated_conf+overlap_signal+gap,48.830519480519484,1.38,45.739515114515115,1.34,36.333333333333336,-12.629011729011722,-1.66,34.133966503369486,45.06951511451511
3,answer_in_evidence+overlap_signal+gap,48.830519480519484,1.39,45.739515114515115,1.3566666666666667,36.333333333333336,-12.629011729011722,-1.6433333333333333,33.714630305539394,45.06118178118178
4,answer_stable+answer_in_evidence+calibrated_conf+gap,47.830519480519484,1.32,45.65618178118178,1.28,36.333333333333336,-12.712345062345058,-1.72,35.66889201654826,45.01618178118178
3,answer_stable+answer_in_evidence+gap,47.830519480519484,1.32,45.65618178118178,1.3066666666666666,36.333333333333336,-12.712345062345058,-1.6933333333333334,34.94095544478198,45.00284844784844
5,answer_in_evidence+calibrated_conf+overlap_signal+top_score_z_intra+gap,49.830519480519484,1.36,45.56491193991194,1.3166666666666667,36.333333333333336,-12.8036149036149,-1.6833333333333333,34.60626223284451,44.906578606578606
4,answer_in_evidence+overlap_signal+top_score_z_intra+gap,49.830519480519484,1.37,45.56491193991194,1.3333333333333333,36.333333333333336,-12.8036149036149,-1.6666666666666667,34.173683954933956,44.89824527324527
5,answer_stable+answer_in_evidence+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.3,45.48157860657861,1.26,36.333333333333336,-12.886948236948228,-1.74,36.09649095760207,44.851578606578606
4,answer_stable+answer_in_evidence+top_score_z_intra+gap,48.830519480519484,1.3,45.48157860657861,1.2866666666666666,36.333333333333336,-12.886948236948228,-1.7133333333333334,35.34837715537198,44.83824527324528
4,answer_stable_f1+answer_in_evidence+calibrated_conf+gap,47.830519480519484,1.3,45.32284844784844,1.2733333333333334,36.0,-13.045678395678394,-1.7266666666666666,35.59386003757731,44.68618178118177
5,answer_stable+answer_stable_f1+answer_in_evidence+calibrated_conf+gap,47.830519480519484,1.3,45.32284844784844,1.2733333333333334,36.0,-13.045678395678394,-1.7266666666666666,35.59386003757731,44.68618178118177
3,answer_stable_f1+answer_in_evidence+gap,47.830519480519484,1.3,45.32284844784844,1.2933333333333332,36.0,-13.045678395678394,-1.7066666666666668,35.04343952153231,44.676181781181775
4,answer_stable+answer_stable_f1+answer_in_evidence+gap,47.830519480519484,1.3,45.32284844784844,1.2933333333333332,36.0,-13.045678395678394,-1.7066666666666668,35.04343952153231,44.676181781181775
5,answer_stable_f1+answer_in_evidence+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.28,45.14824527324527,1.2533333333333334,36.0,-13.220281570281564,-1.7466666666666666,36.02253612227016,44.52157860657861
6,answer_stable+answer_stable_f1+answer_in_evidence+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.28,45.14824527324527,1.2533333333333334,36.0,-13.220281570281564,-1.7466666666666666,36.02253612227016,44.52157860657861
4,answer_stable_f1+answer_in_evidence+top_score_z_intra+gap,48.830519480519484,1.28,45.14824527324527,1.2733333333333334,36.0,-13.220281570281564,-1.7266666666666666,35.45673712558529,44.51157860657861
5,answer_stable+answer_stable_f1+answer_in_evidence+top_score_z_intra+gap,48.830519480519484,1.28,45.14824527324527,1.2733333333333334,36.0,-13.220281570281564,-1.7266666666666666,35.45673712558529,44.51157860657861
5,answer_stable_seq+answer_in_evidence+calibrated_conf+overlap_signal+gap,47.830519480519484,1.29,44.989515114515115,1.2433333333333334,35.66666666666667,-13.379011729011722,-1.7566666666666666,36.184596606848615,44.367848447848445
6,answer_stable+answer_stable_seq+answer_in_evidence+calibrated_conf+overlap_signal+gap,47.830519480519484,1.29,44.989515114515115,1.2433333333333334,35.66666666666667,-13.379011729011722,-1.7566666666666666,36.184596606848615,44.367848447848445
6,answer_stable_f1+answer_stable_seq+answer_in_evidence+calibrated_conf+overlap_signal+gap,47.830519480519484,1.29,44.989515114515115,1.2433333333333334,35.66666666666667,-13.379011729011722,-1.7566666666666666,36.184596606848615,44.367848447848445
7,answer_stable+answer_stable_f1+answer_stable_seq+answer_in_evidence+calibrated_conf+overlap_signal+gap,47.830519480519484,1.29,44.989515114515115,1.2433333333333334,35.66666666666667,-13.379011729011722,-1.7566666666666666,36.184596606848615,44.367848447848445
4,answer_stable_seq+answer_in_evidence+overlap_signal+gap,47.830519480519484,1.29,44.989515114515115,1.2466666666666666,35.66666666666667,-13.379011729011722,-1.7533333333333334,36.08784634854154,44.36618178118178
5,answer_stable+answer_stable_seq+answer_in_evidence+overlap_signal+gap,47.830519480519484,1.29,44.989515114515115,1.2466666666666666,35.66666666666667,-13.379011729011722,-1.7533333333333334,36.08784634854154,44.36618178118178
5,answer_stable_f1+answer_stable_seq+answer_in_evidence+overlap_signal+gap,47.830519480519484,1.29,44.989515114515115,1.2466666666666666,35.66666666666667,-13.379011729011722,-1.7533333333333334,36.08784634854154,44.36618178118178
6,answer_stable+answer_stable_f1+answer_stable_seq+answer_in_evidence+overlap_signal+gap,47.830519480519484,1.29,44.989515114515115,1.2466666666666666,35.66666666666667,-13.379011729011722,-1.7533333333333334,36.08784634854154,44.36618178118178
5,answer_stable+answer_in_evidence+calibrated_conf+overlap_signal+gap,47.830519480519484,1.3,44.989515114515115,1.2533333333333334,35.66666666666667,-13.379011729011722,-1.7466666666666666,35.89588971902801,44.36284844784845
5,answer_stable_f1+answer_in_evidence+calibrated_conf+overlap_signal+gap,47.830519480519484,1.3,44.989515114515115,1.2533333333333334,35.66666666666667,-13.379011729011722,-1.7466666666666666,35.89588971902801,44.36284844784845
6,answer_stable+answer_stable_f1+answer_in_evidence+calibrated_conf+overlap_signal+gap,47.830519480519484,1.3,44.989515114515115,1.2533333333333334,35.66666666666667,-13.379011729011722,-1.7466666666666666,35.89588971902801,44.36284844784845
4,answer_stable+answer_in_evidence+overlap_signal+gap,47.830519480519484,1.3,44.989515114515115,1.2566666666666666,35.66666666666667,-13.379011729011722,-1.7433333333333334,35.80067515743909,44.361181781181784
4,answer_stable_f1+answer_in_evidence+overlap_signal+gap,47.830519480519484,1.3,44.989515114515115,1.2566666666666666,35.66666666666667,-13.379011729011722,-1.7433333333333334,35.80067515743909,44.361181781181784
4,answer_stable_seq+answer_in_evidence+calibrated_conf+gap,47.830519480519484,1.29,44.989515114515115,1.2566666666666666,35.66666666666667,-13.379011729011722,-1.7433333333333334,35.80067515743909,44.361181781181784
5,answer_stable+answer_stable_f1+answer_in_evidence+overlap_signal+gap,47.830519480519484,1.3,44.989515114515115,1.2566666666666666,35.66666666666667,-13.379011729011722,-1.7433333333333334,35.80067515743909,44.361181781181784
5,answer_stable+answer_stable_seq+answer_in_evidence+calibrated_conf+gap,47.830519480519484,1.29,44.989515114515115,1.2566666666666666,35.66666666666667,-13.379011729011722,-1.7433333333333334,35.80067515743909,44.361181781181784
5,answer_stable_f1+answer_stable_seq+answer_in_evidence+calibrated_conf+gap,47.830519480519484,1.29,44.989515114515115,1.2566666666666666,35.66666666666667,-13.379011729011722,-1.7433333333333334,35.80067515743909,44.361181781181784
6,answer_stable+answer_stable_f1+answer_stable_seq+answer_in_evidence+calibrated_conf+gap,47.830519480519484,1.29,44.989515114515115,1.2566666666666666,35.66666666666667,-13.379011729011722,-1.7433333333333334,35.80067515743909,44.361181781181784
3,answer_stable_seq+answer_in_evidence+gap,47.830519480519484,1.29,44.989515114515115,1.2666666666666666,35.66666666666667,-13.379011729011722,-1.7333333333333334,35.51803824830141,44.35618178118178
4,answer_stable+answer_stable_seq+answer_in_evidence+gap,47.830519480519484,1.29,44.989515114515115,1.2666666666666666,35.66666666666667,-13.379011729011722,-1.7333333333333334,35.51803824830141,44.35618178118178
4,answer_stable_f1+answer_stable_seq+answer_in_evidence+gap,47.830519480519484,1.29,44.989515114515115,1.2666666666666666,35.66666666666667,-13.379011729011722,-1.7333333333333334,35.51803824830141,44.35618178118178
5,answer_stable+answer_stable_f1+answer_stable_seq+answer_in_evidence+gap,47.830519480519484,1.29,44.989515114515115,1.2666666666666666,35.66666666666667,-13.379011729011722,-1.7333333333333334,35.51803824830141,44.35618178118178
6,answer_stable_seq+answer_in_evidence+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2233333333333334,35.66666666666667,-13.553614903614893,-1.7766666666666666,36.63344300265281,44.20324527324528
7,answer_stable+answer_stable_seq+answer_in_evidence+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2233333333333334,35.66666666666667,-13.553614903614893,-1.7766666666666666,36.63344300265281,44.20324527324528
7,answer_stable_f1+answer_stable_seq+answer_in_evidence+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2233333333333334,35.66666666666667,-13.553614903614893,-1.7766666666666666,36.63344300265281,44.20324527324528
8,answer_stable+answer_stable_f1+answer_stable_seq+answer_in_evidence+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2233333333333334,35.66666666666667,-13.553614903614893,-1.7766666666666666,36.63344300265281,44.20324527324528
5,answer_stable_seq+answer_in_evidence+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2266666666666666,35.66666666666667,-13.553614903614893,-1.7733333333333334,36.53389560318909,44.20157860657861
6,answer_stable+answer_stable_seq+answer_in_evidence+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2266666666666666,35.66666666666667,-13.553614903614893,-1.7733333333333334,36.53389560318909,44.20157860657861
6,answer_stable_f1+answer_stable_seq+answer_in_evidence+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2266666666666666,35.66666666666667,-13.553614903614893,-1.7733333333333334,36.53389560318909,44.20157860657861
7,answer_stable+answer_stable_f1+answer_stable_seq+answer_in_evidence+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2266666666666666,35.66666666666667,-13.553614903614893,-1.7733333333333334,36.53389560318909,44.20157860657861
6,answer_stable+answer_in_evidence+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.28,44.814911939911944,1.2333333333333334,35.66666666666667,-13.553614903614893,-1.7666666666666666,36.33641508641509,44.19824527324528
6,answer_stable_f1+answer_in_evidence+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.28,44.814911939911944,1.2333333333333334,35.66666666666667,-13.553614903614893,-1.7666666666666666,36.33641508641509,44.19824527324528
7,answer_stable+answer_stable_f1+answer_in_evidence+calibrated_conf+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.28,44.814911939911944,1.2333333333333334,35.66666666666667,-13.553614903614893,-1.7666666666666666,36.33641508641509,44.19824527324528
5,answer_stable+answer_in_evidence+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.28,44.814911939911944,1.2366666666666666,35.66666666666667,-13.553614903614893,-1.7633333333333334,36.23847326677516,44.19657860657861
5,answer_stable_f1+answer_in_evidence+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.28,44.814911939911944,1.2366666666666666,35.66666666666667,-13.553614903614893,-1.7633333333333334,36.23847326677516,44.19657860657861
5,answer_stable_seq+answer_in_evidence+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2366666666666666,35.66666666666667,-13.553614903614893,-1.7633333333333334,36.23847326677516,44.19657860657861
6,answer_stable+answer_stable_f1+answer_in_evidence+overlap_signal+top_score_z_intra+gap,48.830519480519484,1.28,44.814911939911944,1.2366666666666666,35.66666666666667,-13.553614903614893,-1.7633333333333334,36.23847326677516,44.19657860657861
6,answer_stable+answer_stable_seq+answer_in_evidence+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2366666666666666,35.66666666666667,-13.553614903614893,-1.7633333333333334,36.23847326677516,44.19657860657861
6,answer_stable_f1+answer_stable_seq+answer_in_evidence+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2366666666666666,35.66666666666667,-13.553614903614893,-1.7633333333333334,36.23847326677516,44.19657860657861
7,answer_stable+answer_stable_f1+answer_stable_seq+answer_in_evidence+calibrated_conf+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2366666666666666,35.66666666666667,-13.553614903614893,-1.7633333333333334,36.23847326677516,44.19657860657861
4,answer_stable_seq+answer_in_evidence+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2466666666666666,35.66666666666667,-13.553614903614893,-1.7533333333333334,35.947790326132576,44.19157860657861
5,answer_stable+answer_stable_seq+answer_in_evidence+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2466666666666666,35.66666666666667,-13.553614903614893,-1.7533333333333334,35.947790326132576,44.19157860657861
5,answer_stable_f1+answer_stable_seq+answer_in_evidence+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2466666666666666,35.66666666666667,-13.553614903614893,-1.7533333333333334,35.947790326132576,44.19157860657861
6,answer_stable+answer_stable_f1+answer_stable_seq+answer_in_evidence+top_score_z_intra+gap,48.830519480519484,1.27,44.814911939911944,1.2466666666666666,35.66666666666667,-13.553614903614893,-1.7533333333333334,35.947790326132576,44.19157860657861
