size,subset,tune_f1,tune_calls,eval_f1,eval_calls,eval_em,diff_f1_vs_k3,diff_calls_vs_k3,f1_per_call,f1_minus_05calls
4,answer_stable_f1+calibrated_conf+overlap_signal+top_score_z_intra,48.080519480519484,1.49,48.85062622562623,1.43,39.0,-9.517900617900608,-1.57,34.1612770808575,48.135626225626226
5,answer_stable+answer_stable_f1+calibrated_conf+overlap_signal+top_score_z_intra,48.080519480519484,1.49,48.85062622562623,1.43,39.0,-9.517900617900608,-1.57,34.1612770808575,48.135626225626226
3,answer_stable_seq+calibrated_conf+top_score_z_intra,49.080519480519484,1.49,48.85062622562623,1.4466666666666668,39.0,-9.517900617900608,-1.5533333333333332,33.767713980847624,48.12729289229289
4,answer_stable+answer_stable_seq+calibrated_conf+top_score_z_intra,49.080519480519484,1.49,48.85062622562623,1.4466666666666668,39.0,-9.517900617900608,-1.5533333333333332,33.767713980847624,48.12729289229289
4,answer_stable_f1+answer_stable_seq+calibrated_conf+top_score_z_intra,49.080519480519484,1.49,48.85062622562623,1.4466666666666668,39.0,-9.517900617900608,-1.5533333333333332,33.767713980847624,48.12729289229289
5,answer_stable+answer_stable_f1+answer_stable_seq+calibrated_conf+top_score_z_intra,49.080519480519484,1.49,48.85062622562623,1.4466666666666668,39.0,-9.517900617900608,-1.5533333333333332,33.767713980847624,48.12729289229289
4,answer_stable_seq+calibrated_conf+overlap_signal+top_score_z_intra,48.080519480519484,1.48,48.51729289229289,1.4166666666666667,38.666666666666664,-9.851233951233944,-1.5833333333333333,34.24750086514792,47.80895955895956
5,answer_stable+answer_stable_seq+calibrated_conf+overlap_signal+top_score_z_intra,48.080519480519484,1.48,48.51729289229289,1.4166666666666667,38.666666666666664,-9.851233951233944,-1.5833333333333333,34.24750086514792,47.80895955895956
5,answer_stable_f1+answer_stable_seq+calibrated_conf+overlap_signal+top_score_z_intra,48.080519480519484,1.48,48.51729289229289,1.4166666666666667,38.666666666666664,-9.851233951233944,-1.5833333333333333,34.24750086514792,47.80895955895956
6,answer_stable+answer_stable_f1+answer_stable_seq+calibrated_conf+overlap_signal+top_score_z_intra,48.080519480519484,1.48,48.51729289229289,1.4166666666666667,38.666666666666664,-9.851233951233944,-1.5833333333333333,34.24750086514792,47.80895955895956
4,answer_stable+answer_in_evidence+calibrated_conf+top_score_z_intra,49.080519480519484,1.33,48.35062622562623,1.35,38.333333333333336,-10.017900617900608,-1.65,35.815278685649055,47.67562622562623
3,answer_stable+answer_in_evidence+top_score_z_intra,49.080519480519484,1.33,48.35062622562623,1.3833333333333333,38.333333333333336,-10.017900617900608,-1.6166666666666667,34.95225992213944,47.65895955895956
2,answer_stable+gap,48.830519480519484,1.64,48.21173733673733,1.5166666666666666,38.666666666666664,-10.156789506789508,-1.4833333333333334,31.787958683563076,47.453404003403996
4,answer_in_evidence+calibrated_conf+overlap_signal+top_score_z_intra,52.080519480519484,1.41,48.10062622562623,1.4166666666666667,38.0,-10.267900617900608,-1.5833333333333333,33.9533832180891,47.39229289229289
3,answer_in_evidence+overlap_signal+top_score_z_intra,52.080519480519484,1.43,48.10062622562623,1.4333333333333333,38.0,-10.267900617900608,-1.5666666666666667,33.55857643648341,47.38395955895956
3,answer_stable+top_score_z_intra+gap,48.830519480519484,1.58,48.03713416213416,1.4833333333333334,38.666666666666664,-10.331392681392678,-1.5166666666666666,32.384584828405046,47.29546749546749
4,answer_stable_f1+answer_in_evidence+calibrated_conf+top_score_z_intra,49.080519480519484,1.31,48.01729289229289,1.3433333333333333,38.0,-10.351233951233944,-1.6566666666666667,35.74488304637188,47.345626225626226
5,answer_stable+answer_stable_f1+answer_in_evidence+calibrated_conf+top_score_z_intra,49.080519480519484,1.31,48.01729289229289,1.3433333333333333,38.0,-10.351233951233944,-1.6566666666666667,35.74488304637188,47.345626225626226
3,answer_stable_f1+answer_in_evidence+top_score_z_intra,49.080519480519484,1.31,48.01729289229289,1.3666666666666667,38.0,-10.351233951233944,-1.6333333333333333,35.13460455533626,47.33395955895956
4,answer_stable+answer_stable_f1+answer_in_evidence+top_score_z_intra,49.080519480519484,1.31,48.01729289229289,1.3666666666666667,38.0,-10.351233951233944,-1.6333333333333333,35.13460455533626,47.33395955895956
2,overlap_signal+gap,48.830519480519484,1.71,47.96173733673733,1.6766666666666667,38.333333333333336,-10.406789506789508,-1.3233333333333333,28.605409942388068,47.123404003404
3,overlap_signal+top_score_z_intra+gap,49.830519480519484,1.64,47.78713416213416,1.6266666666666667,38.333333333333336,-10.581392681392678,-1.3733333333333333,29.377336575082474,46.973800828800826
2,answer_stable_f1+gap,48.830519480519484,1.61,47.76729289229289,1.4933333333333334,38.0,-10.601233951233944,-1.5066666666666666,31.987026490374703,47.02062622562622
3,answer_stable+answer_stable_f1+gap,48.830519480519484,1.61,47.76729289229289,1.4933333333333334,38.0,-10.601233951233944,-1.5066666666666666,31.987026490374703,47.02062622562622
4,answer_stable_seq+answer_in_evidence+calibrated_conf+top_score_z_intra,49.080519480519484,1.3,47.68395955895956,1.3266666666666667,37.666666666666664,-10.68456728456728,-1.6733333333333333,35.94268308464288,47.02062622562622
5,answer_stable+answer_stable_seq+answer_in_evidence+calibrated_conf+top_score_z_intra,49.080519480519484,1.3,47.68395955895956,1.3266666666666667,37.666666666666664,-10.68456728456728,-1.6733333333333333,35.94268308464288,47.02062622562622
5,answer_stable_f1+answer_stable_seq+answer_in_evidence+calibrated_conf+top_score_z_intra,49.080519480519484,1.3,47.68395955895956,1.3266666666666667,37.666666666666664,-10.68456728456728,-1.6733333333333333,35.94268308464288,47.02062622562622
