t_conf,t_margin,t_overlap,em,f1,avg_calls,n_questions,n_stopped_early
0.6,0.45,0.4,57.99999999999999,71.30502928444105,2.25,100,100
0.6,0.525,0.05,56.99999999999999,68.51861471861471,1.67,100,100
0.6,0.525,0.1,59.0,71.45979118920295,1.81,100,100
0.6,0.525,0.15,60.0,72.45979118920295,2.02,100,100
0.6,0.525,0.2,59.0,71.45979118920295,2.15,100,100
0.6,0.525,0.25,59.0,71.63836261777438,2.26,100,100
0.6,0.525,0.3,57.99999999999999,71.30502928444105,2.27,100,100
0.6,0.525,0.35,57.99999999999999,71.30502928444105,2.27,100,100
0.6,0.525,0.4,57.99999999999999,71.30502928444105,2.29,100,100
0.6,0.6,0.05,56.99999999999999,68.51861471861471,1.67,100,100
0.6,0.6,0.1,59.0,71.45979118920295,1.82,100,100
0.6,0.6,0.15,60.0,72.45979118920295,2.06,100,100
0.6,0.6,0.2,59.0,71.45979118920295,2.22,100,100
0.6,0.6,0.25,59.0,71.63836261777438,2.33,100,100
0.6,0.6,0.3,57.99999999999999,71.30502928444105,2.34,100,100
0.6,0.6,0.35,57.99999999999999,71.30502928444105,2.34,100,100
0.6,0.6,0.4,57.99999999999999,71.30502928444105,2.36,100,100
0.6,0.675,0.05,56.00000000000001,67.51861471861471,1.85,100,100
0.6,0.675,0.1,59.0,71.45979118920295,2.11,100,100
0.6,0.675,0.15,62.0,74.45979118920295,2.57,100,100
0.6,0.675,0.2,61.0,73.45979118920295,2.84,100,100
0.6,0.675,0.25,61.0,73.63836261777438,2.99,100,100
0.6,0.675,0.3,60.0,73.30502928444105,3.01,100,100
0.6,0.675,0.35,60.0,73.30502928444105,3.01,100,100
0.6,0.675,0.4,60.0,73.30502928444105,3.04,100,100
0.6,0.75,0.05,56.00000000000001,67.51861471861471,2.0,100,100
0.6,0.75,0.1,59.0,71.45979118920295,2.31,100,100
0.6,0.75,0.15,62.0,74.45979118920295,2.88,100,100
0.6,0.75,0.2,61.0,73.45979118920295,3.21,100,100
0.6,0.75,0.25,61.0,73.63836261777438,3.38,100,100
0.6,0.75,0.3,60.0,73.30502928444105,3.41,100,100
0.6,0.75,0.35,60.0,73.30502928444105,3.41,100,100
0.6,0.75,0.4,60.0,73.30502928444105,3.44,100,100
0.6,0.825,0.05,56.00000000000001,67.51861471861471,2.0,100,100
0.6,0.825,0.1,59.0,71.45979118920295,2.36,100,100
0.6,0.825,0.15,62.0,74.45979118920295,3.14,100,100
0.6,0.825,0.2,61.0,73.45979118920295,3.54,100,100
0.6,0.825,0.25,61.0,73.63836261777438,3.77,100,100
0.6,0.825,0.3,60.0,73.30502928444105,3.81,100,100
0.6,0.825,0.35,60.0,73.30502928444105,3.81,100,100
0.6,0.825,0.4,60.0,73.30502928444105,3.86,100,100
0.65,0.3,0.05,50.0,60.70070028011204,1.26,100,100
0.65,0.3,0.1,52.0,62.700700280112045,1.28,100,100
0.65,0.3,0.15,52.0,62.700700280112045,1.31,100,100
0.65,0.3,0.2,52.0,62.700700280112045,1.33,100,100
0.65,0.3,0.25,52.0,62.87927170868347,1.4,100,100
0.65,0.3,0.3,52.0,62.87927170868347,1.4,100,100
0.65,0.3,0.35,52.0,62.87927170868347,1.4,100,100
0.65,0.3,0.4,52.0,62.87927170868347,1.4,100,100
0.65,0.375,0.05,56.00000000000001,67.25194805194805,1.49,100,100
0.65,0.375,0.1,57.99999999999999,70.19312452253628,1.53,100,100
0.65,0.375,0.15,56.99999999999999,69.85979118920295,1.59,100,100
0.65,0.375,0.2,56.99999999999999,69.85979118920295,1.61,100,100
0.65,0.375,0.25,57.99999999999999,70.37169595110771,1.7,100,100
0.65,0.375,0.3,57.99999999999999,70.37169595110771,1.7,100,100
0.65,0.375,0.35,57.99999999999999,70.37169595110771,1.7,100,100
0.65,0.375,0.4,57.99999999999999,70.37169595110771,1.73,100,100
0.65,0.45,0.05,56.99999999999999,68.51861471861471,1.63,100,100
0.65,0.45,0.1,59.0,71.45979118920295,1.78,100,100
0.65,0.45,0.15,60.0,72.45979118920295,2.03,100,98
0.65,0.45,0.2,59.0,71.45979118920296,2.22,100,97
0.65,0.45,0.25,60.0,71.97169595110772,2.38,100,91
0.65,0.45,0.3,60.0,71.97169595110772,2.4,100,91
0.65,0.45,0.35,60.0,71.97169595110772,2.4,100,91
0.65,0.45,0.4,60.0,71.97169595110772,2.43,100,90
0.65,0.525,0.05,56.99999999999999,68.51861471861471,1.67,100,100
0.65,0.525,0.1,59.0,71.45979118920295,1.82,100,99
0.65,0.525,0.15,60.0,72.45979118920296,2.07,100,95
0.65,0.525,0.2,59.0,71.45979118920296,2.26,100,91
0.65,0.525,0.25,60.0,71.97169595110772,2.42,100,85
0.65,0.525,0.3,60.0,71.97169595110772,2.44,100,84
0.65,0.525,0.35,60.0,71.97169595110772,2.44,100,84
0.65,0.525,0.4,60.0,71.97169595110772,2.47,100,83
0.65,0.6,0.05,56.99999999999999,68.51861471861471,1.67,100,100
0.65,0.6,0.1,59.0,71.45979118920295,1.83,100,99
0.65,0.6,0.15,60.0,72.45979118920296,2.11,100,95
0.65,0.6,0.2,59.0,71.45979118920296,2.33,100,90
0.65,0.6,0.25,60.0,71.97169595110772,2.49,100,84
0.65,0.6,0.3,60.0,71.97169595110772,2.51,100,83
0.65,0.6,0.35,60.0,71.97169595110772,2.51,100,83
0.65,0.6,0.4,60.0,71.97169595110772,2.54,100,82
0.65,0.675,0.05,56.00000000000001,67.51861471861471,1.85,100,100
0.65,0.675,0.1,59.0,71.45979118920296,2.13,100,98
0.65,0.675,0.15,62.0,74.45979118920295,2.76,100,83
0.65,0.675,0.2,61.0,73.45979118920295,3.17,100,71
0.65,0.675,0.25,62.0,73.97169595110772,3.42,100,62
0.65,0.675,0.3,62.0,73.97169595110772,3.46,100,60
0.65,0.675,0.35,62.0,73.97169595110772,3.47,100,59
0.65,0.675,0.4,62.0,73.97169595110772,3.51,100,58
0.65,0.75,0.05,56.00000000000001,67.51861471861471,2.0,100,100
0.65,0.75,0.1,59.0,71.45979118920296,2.34,100,98
0.65,0.75,0.15,63.0,75.45979118920295,3.18,100,75
0.65,0.75,0.2,62.0,74.45979118920295,3.71,100,56
0.65,0.75,0.25,63.0,74.97169595110772,4.0,100,43
0.65,0.75,0.3,63.0,74.97169595110772,4.07,100,38
0.65,0.75,0.35,63.0,74.97169595110772,4.08,100,37
0.65,0.75,0.4,63.0,74.9716959511077,4.12,100,36
0.65,0.825,0.05,56.00000000000001,67.51861471861471,2.0,100,100
0.65,0.825,0.1,59.0,71.45979118920295,2.39,100,97
0.65,0.825,0.15,63.0,75.45979118920295,3.56,100,61
0.65,0.825,0.2,62.0,74.45979118920295,4.22,100,36
0.65,0.825,0.25,63.0,74.97169595110772,4.62,100,16
0.65,0.825,0.3,63.0,74.97169595110772,4.71,100,10
0.65,0.825,0.35,63.0,74.9716959511077,4.72,100,9
0.65,0.825,0.4,63.0,74.97169595110772,4.79,100,7
