size,subset,has_margin,has_answer_stable,tune_f1,tune_calls,eval_f1,eval_em,eval_calls,eval_triggered,diff_f1_vs_as,ci_as_lo,ci_as_hi,diff_calls_vs_as,diff_f1_vs_famA,ci_famA_lo,ci_famA_hi,diff_f1_vs_k3,ci_k3_lo,ci_k3_hi
3,calibrated_logit_margin+overlap_signal+top_score_z_intra,1,0,74.9716959511077,4.32,68.85792448292449,57.666666666666664,4.18,115,0.8193528693528693,-0.9402976190476191,2.6992460317460307,1.6433333333333333,2.049206349206349,0.6666666666666667,3.7985317460317463,3.67014652014652,1.647872405372405,5.995007631257631
4,calibrated_logit_margin+overlap_signal+top_score_z_intra+gap,1,0,75.9716959511077,4.4,68.85792448292449,57.666666666666664,4.213333333333333,111,0.8193528693528693,-0.9402976190476191,2.6992460317460307,1.6766666666666667,2.049206349206349,0.6666666666666667,3.7985317460317463,3.67014652014652,1.647872405372405,5.995007631257631
2,answer_stable+overlap_signal,0,1,76.45979118920295,3.31,68.84205146705146,57.99999999999999,3.5166666666666666,208,0.8034798534798536,-0.6896550671550671,2.327480158730159,0.98,2.033333333333333,0.7547222222222222,3.5894444444444438,3.6542735042735046,1.652361111111111,5.848531746031744
2,answer_stable+gap,0,1,73.9716959511077,3.53,68.75316257816257,57.666666666666664,3.3466666666666667,199,0.7145909645909646,0.008333333333333371,1.7344474969474963,0.81,1.9444444444444444,-0.017658730158730086,3.933253968253967,3.5653846153846156,1.7554639804639807,5.649868742368742
3,answer_stable+calibrated_conf+gap,0,1,73.9716959511077,3.53,68.75316257816257,57.666666666666664,3.3733333333333335,199,0.7145909645909646,0.008333333333333371,1.7344474969474963,0.8366666666666667,1.9444444444444444,-0.017658730158730086,3.933253968253967,3.5653846153846156,1.7554639804639807,5.649868742368742
2,answer_stable+top_score_z_intra,0,1,72.9716959511077,3.61,68.75316257816257,57.666666666666664,3.4766666666666666,180,0.7145909645909646,0.008333333333333371,1.7344474969474963,0.94,1.9444444444444444,-0.017658730158730086,3.933253968253967,3.5653846153846156,1.7554639804639807,5.649868742368742
3,answer_stable+calibrated_conf+top_score_z_intra,0,1,72.9716959511077,3.61,68.75316257816257,57.666666666666664,3.5033333333333334,180,0.7145909645909646,0.008333333333333371,1.7344474969474963,0.9666666666666667,1.9444444444444444,-0.017658730158730086,3.933253968253967,3.5653846153846156,1.7554639804639807,5.649868742368742
3,answer_stable+top_score_z_intra+gap,0,1,73.9716959511077,3.72,68.75316257816257,57.666666666666664,3.54,173,0.7145909645909646,0.008333333333333371,1.7344474969474963,1.0033333333333334,1.9444444444444444,-0.017658730158730086,3.933253968253967,3.5653846153846156,1.7554639804639807,5.649868742368742
4,answer_stable+calibrated_conf+top_score_z_intra+gap,0,1,73.9716959511077,3.72,68.75316257816257,57.666666666666664,3.566666666666667,173,0.7145909645909646,0.008333333333333371,1.7344474969474963,1.03,1.9444444444444444,-0.017658730158730086,3.933253968253967,3.5653846153846156,1.7554639804639807,5.649868742368742
2,calibrated_logit_margin+answer_stable,1,1,73.9716959511077,3.17,68.73094035594035,57.333333333333336,3.1866666666666665,263,0.6923687423687422,-0.6849572649572649,2.224146825396825,0.65,1.922222222222222,0.37749999999999995,3.8586111111111085,3.5431623931623926,1.511607142857143,5.6974801587301585
3,calibrated_logit_margin+answer_stable+calibrated_conf,1,1,73.9716959511077,3.17,68.73094035594035,57.333333333333336,3.1966666666666668,261,0.6923687423687422,-0.6849572649572649,2.224146825396825,0.66,1.922222222222222,0.37749999999999995,3.8586111111111085,3.5431623931623926,1.511607142857143,5.6974801587301585
