size,n_groups,max_group_size,formula,has_margin,has_answer_stable,tune_f1,tune_calls,eval_f1,eval_em,eval_calls,eval_triggered,diff_f1_vs_as,ci_as_lo,ci_as_hi,diff_calls_vs_as,diff_f1_vs_famA,ci_famA_lo,ci_famA_hi,diff_f1_vs_k3,ci_k3_lo,ci_k3_hi
4,1,4,cnf&mrg&ovl&tzi,1,0,56.00000000000001,4.16,55.29318274318275,49.333333333333336,4.573333333333333,70,8.847883597883598,4.665958994708994,12.761593915343916,2.006666666666667,4.530952380952382,1.553313492063492,7.492678571428573,4.351587301587301,1.0816468253968254,7.609563492063491
5,1,5,cnf&gap&mrg&ovl&tzi,1,0,54.400000000000006,4.28,55.29318274318275,49.333333333333336,4.613333333333333,63,8.847883597883598,4.665958994708994,12.761593915343916,2.046666666666667,4.530952380952382,1.553313492063492,7.492678571428573,4.351587301587301,1.0816468253968254,7.609563492063491
5,1,5,as&cnf&mrg&ovl&tzi,1,1,54.400000000000006,4.48,55.29318274318275,49.333333333333336,4.69,59,8.847883597883598,4.665958994708994,12.761593915343916,2.1233333333333335,4.530952380952382,1.553313492063492,7.492678571428573,4.351587301587301,1.0816468253968254,7.609563492063491
6,1,6,as&cnf&gap&mrg&ovl&tzi,1,1,54.400000000000006,4.48,55.29318274318275,49.333333333333336,4.723333333333334,53,8.847883597883598,4.665958994708994,12.761593915343916,2.1566666666666667,4.530952380952382,1.553313492063492,7.492678571428573,4.351587301587301,1.0816468253968254,7.609563492063491
4,1,4,as&cnf&mrg&tzi,1,1,54.400000000000006,4.24,55.07096052096052,49.0,4.383333333333334,97,8.625661375661375,4.353630952380953,12.313253968253967,1.8166666666666667,4.308730158730159,1.1862896825396825,7.467579365079363,4.129365079365079,0.8941666666666669,7.246964285714286
5,1,5,as&cnf&gap&mrg&tzi,1,1,54.400000000000006,4.24,55.07096052096052,49.0,4.45,86,8.625661375661375,4.353630952380953,12.313253968253967,1.8833333333333333,4.308730158730159,1.1862896825396825,7.467579365079363,4.129365079365079,0.8941666666666669,7.246964285714286
4,1,4,as&mrg&ovl&tzi,1,1,54.400000000000006,4.44,54.73762718762719,49.333333333333336,4.566666666666666,73,8.292328042328043,4.04026455026455,12.196276455026455,2.0,3.9753968253968255,1.1332142857142857,6.984206349206351,3.796031746031746,0.38085317460317436,7.1549603174603185
5,1,5,as&gap&mrg&ovl&tzi,1,1,54.400000000000006,4.44,54.73762718762719,49.333333333333336,4.61,66,8.292328042328043,4.04026455026455,12.196276455026455,2.0433333333333334,3.9753968253968255,1.1332142857142857,6.984206349206351,3.796031746031746,0.38085317460317436,7.1549603174603185
3,1,3,cnf&mrg&tzi,1,0,56.00000000000001,4.0,54.626516076516076,48.333333333333336,4.26,102,8.18121693121693,3.9872817460317465,12.009814814814812,1.6933333333333334,3.864285714285714,0.866111111111111,6.886706349206349,3.6849206349206347,0.26567460317460284,6.960099206349205
4,1,4,cnf&gap&mrg&tzi,1,0,54.400000000000006,4.12,54.626516076516076,48.333333333333336,4.333333333333333,91,8.18121693121693,3.9872817460317465,12.009814814814812,1.7666666666666666,3.864285714285714,0.866111111111111,6.886706349206349,3.6849206349206347,0.26567460317460284,6.960099206349205
4,1,4,cnf&gap&mrg&ovl,1,0,54.400000000000006,4.24,54.626516076516076,48.66666666666667,4.466666666666667,86,8.18121693121693,4.040046296296296,12.163571428571425,1.9,3.8642857142857148,0.6728571428571428,6.886984126984126,3.6849206349206347,0.3142857142857143,6.88095238095238
5,1,5,as&cnf&gap&mrg&ovl,1,1,54.400000000000006,4.48,54.626516076516076,48.66666666666667,4.6,70,8.18121693121693,4.040046296296296,12.163571428571425,2.033333333333333,3.8642857142857148,0.6728571428571428,6.886984126984126,3.6849206349206347,0.3142857142857143,6.88095238095238
3,1,3,as&cnf&tzi,0,1,50.4,4.04,54.40429385429385,48.333333333333336,4.176666666666667,109,7.958994708994709,3.8608465608465607,11.428511904761903,1.61,3.6420634920634924,0.3345634920634923,6.989801587301586,3.4626984126984133,0.40958333333333324,6.6097222222222225
4,1,4,as&cnf&gap&tzi,0,1,50.4,4.04,54.40429385429385,48.333333333333336,4.26,98,7.958994708994709,3.8608465608465607,11.428511904761903,1.6933333333333334,3.6420634920634924,0.3345634920634923,6.989801587301586,3.4626984126984133,0.40958333333333324,6.6097222222222225
4,1,4,as&cnf&gap&mrg,1,1,54.400000000000006,4.2,54.40429385429385,48.333333333333336,4.263333333333334,115,7.958994708994709,3.8493716931216926,11.689464285714287,1.6966666666666668,3.6420634920634924,0.4257738095238095,6.711666666666666,3.4626984126984124,0.3142857142857142,6.571011904761905
3,1,3,mrg&ovl&tzi,1,0,56.00000000000001,4.12,54.40429385429385,49.0,4.413333333333333,87,7.958994708994709,3.738690476190476,12.02660714285714,1.8466666666666667,3.6420634920634924,0.6299007936507937,6.673968253968255,3.4626984126984124,0.14573412698412713,6.890238095238094
4,1,4,gap&mrg&ovl&tzi,1,0,54.400000000000006,4.24,54.40429385429385,49.0,4.463333333333333,79,7.958994708994709,3.738690476190476,12.02660714285714,1.8966666666666667,3.6420634920634924,0.6299007936507937,6.673968253968255,3.4626984126984124,0.14573412698412713,6.890238095238094
4,1,4,as&cnf&ovl&tzi,0,1,54.400000000000006,4.32,54.40429385429385,48.333333333333336,4.486666666666666,75,7.958994708994709,3.9860515873015867,11.687050264550265,1.92,3.6420634920634924,0.6080357142857146,6.665972222222219,3.4626984126984124,0.3380753968253967,6.552837301587301
5,1,5,as&cnf&gap&ovl&tzi,0,1,54.400000000000006,4.32,54.40429385429385,48.333333333333336,4.55,67,7.958994708994709,3.9860515873015867,11.687050264550265,1.9833333333333334,3.6420634920634924,0.6080357142857146,6.665972222222219,3.4626984126984124,0.3380753968253967,6.552837301587301
4,1,4,as&gap&mrg&tzi,1,1,54.400000000000006,4.2,54.18207163207164,48.66666666666667,4.306666666666667,103,7.736772486772487,3.5379298941798942,11.48156746031746,1.74,3.41984126984127,0.45551587301587304,6.387757936507936,3.240476190476191,0.05214285714285712,6.61984126984127
4,1,4,as&gap&mrg&ovl,1,1,54.400000000000006,4.44,53.90429385429385,48.333333333333336,4.453333333333333,88,7.45899470899471,3.2299470899470903,11.292744708994704,1.8866666666666667,3.1420634920634924,0.13073412698412704,6.215674603174602,2.962698412698413,-0.3979166666666665,6.238214285714284
4,1,4,as&cnf&mrg&ovl,1,1,54.400000000000006,3.88,53.88577533577534,47.333333333333336,4.203333333333333,139,7.440476190476191,3.439464285714286,11.288174603174603,1.6366666666666667,3.1235449735449734,0.0203373015873015,6.1056944444444445,2.944179894179894,-0.4536574074074074,6.299556878306878
3,1,3,cnf&gap&mrg,1,0,54.400000000000006,4.04,53.8598494098494,47.66666666666667,4.116666666666666,122,7.414550264550264,3.3704563492063486,11.061891534391535,1.55,3.0976190476190477,0.004960317460317549,6.133472222222222,2.918253968253968,-0.29779761904761914,6.065357142857144
3,1,3,as&mrg&tzi,1,1,54.400000000000006,4.2,53.8487382987383,48.333333333333336,4.223333333333334,115,7.4034391534391535,3.4114351851851854,10.996607142857144,1.6566666666666667,3.0865079365079366,-0.04492063492063493,6.123829365079365,2.907142857142857,-0.3772817460317461,6.3128769841269845
3,1,3,as&cnf&mrg,1,1,54.400000000000006,3.56,53.77148962148962,46.666666666666664,3.6366666666666667,216,7.326190476190477,3.5360119047619043,10.88331349206349,1.07,3.0092592592592595,-0.18648148148148136,6.198333333333333,2.8298941798941795,-0.30295634920634895,6.263267195767194
3,1,3,cnf&ovl&tzi,0,0,56.00000000000001,3.88,53.68712213712213,47.66666666666667,4.22,96,7.241822991822991,2.863856421356422,11.033231721981721,1.6533333333333333,2.924891774891775,-0.11800144300144258,6.022904040404041,2.7455266955266957,-0.7069047619047619,6.086904761904761
