size,n_groups,max_group_size,formula,has_margin,has_answer_stable,tune_f1,tune_calls,eval_f1,eval_em,eval_calls,eval_triggered,diff_f1_vs_as,ci_as_lo,ci_as_hi,diff_calls_vs_as,diff_f1_vs_famA,ci_famA_lo,ci_famA_hi,diff_f1_vs_k3,ci_k3_lo,ci_k3_hi
5,3,3,as|cnf&mrg&ovl|gap,1,1,19.555555555555554,1.77,20.81068376068376,19.666666666666664,1.7,299,-17.48888888888889,-22.155555555555555,-13.48777777777778,-0.87,-27.164550264550268,-32.40900793650794,-21.98744708994709,-22.168253968253964,-27.13388888888889,-17.45515873015873
5,3,3,as|gap|mrg&ovl&tzi,1,1,19.555555555555554,1.76,20.81068376068376,19.666666666666664,1.7033333333333334,299,-17.48888888888889,-22.155555555555555,-13.48777777777778,-0.8666666666666667,-27.164550264550268,-32.40900793650794,-21.98744708994709,-22.168253968253964,-27.13388888888889,-17.45515873015873
4,3,2,as|cnf&tzi|gap,0,1,19.555555555555554,1.8,20.81068376068376,19.666666666666664,1.7133333333333334,299,-17.48888888888889,-22.155555555555555,-13.48777777777778,-0.8566666666666667,-27.164550264550268,-32.40900793650794,-21.98744708994709,-22.168253968253964,-27.13388888888889,-17.45515873015873
5,3,3,as|cnf&mrg&tzi|gap,1,1,19.555555555555554,1.81,20.81068376068376,19.666666666666664,1.7133333333333334,299,-17.48888888888889,-22.155555555555555,-13.48777777777778,-0.8566666666666667,-27.164550264550268,-32.40900793650794,-21.98744708994709,-22.168253968253964,-27.13388888888889,-17.45515873015873
2,2,1,as|gap,0,1,19.555555555555554,1.82,20.81068376068376,19.666666666666664,1.7166666666666666,299,-17.48888888888889,-22.155555555555555,-13.48777777777778,-0.8533333333333334,-27.164550264550268,-32.40900793650794,-21.98744708994709,-22.168253968253964,-27.13388888888889,-17.45515873015873
5,3,3,as|cnf&ovl&tzi|gap,0,1,19.555555555555554,1.8,20.81068376068376,19.666666666666664,1.7166666666666666,299,-17.48888888888889,-22.155555555555555,-13.48777777777778,-0.8533333333333334,-27.164550264550268,-32.40900793650794,-21.98744708994709,-22.168253968253964,-27.13388888888889,-17.45515873015873
6,3,4,as|cnf&mrg&ovl&tzi|gap,1,1,19.555555555555554,1.81,20.81068376068376,19.666666666666664,1.7166666666666666,299,-17.48888888888889,-22.155555555555555,-13.48777777777778,-0.8533333333333334,-27.164550264550268,-32.40900793650794,-21.98744708994709,-22.168253968253964,-27.13388888888889,-17.45515873015873
6,4,2,as&cnf|gap|mrg&ovl|tzi,1,1,16.97222222222222,1.79,20.81068376068376,20.0,1.74,299,-17.48888888888889,-22.489166666666666,-12.3875,-0.83,-27.164550264550268,-32.472314814814816,-22.001686507936512,-22.168253968253964,-26.969880952380947,-17.459920634920636
6,4,2,as&mrg|cnf|gap&ovl|tzi,1,1,18.527777777777775,1.81,20.81068376068376,20.0,1.77,300,-17.48888888888889,-22.489166666666666,-12.441666666666668,-0.8,-27.164550264550268,-32.52421296296296,-21.99520502645502,-22.168253968253964,-26.724603174603175,-17.77936507936508
5,4,2,as&tzi|cnf|gap|ovl,0,1,21.305555555555554,1.71,20.699572649572648,19.333333333333332,1.5933333333333333,300,-17.599999999999998,-22.405555555555555,-12.86486111111111,-0.9766666666666667,-27.275661375661368,-32.4596164021164,-22.377764550264548,-22.27936507936508,-27.04672619047619,-17.729345238095238
4,3,2,as&cnf|gap|tzi,0,1,16.97222222222222,1.89,20.699572649572648,19.666666666666664,1.8466666666666667,298,-17.6,-22.7125,-12.708611111111118,-0.7233333333333334,-27.275661375661375,-32.531620370370376,-22.167030423280426,-22.27936507936508,-27.02404761904762,-17.588373015873017
5,4,2,as&ovl|gap|mrg|tzi,1,1,14.305555555555555,1.54,20.588461538461537,20.0,1.61,296,-17.711111111111112,-22.72444444444444,-12.777777777777777,-0.96,-27.386772486772486,-32.58312169312169,-22.288558201058198,-22.39047619047619,-27.33496031746031,-17.265873015873016
5,4,2,as&cnf|gap|mrg|tzi,1,1,14.305555555555555,1.64,20.588461538461537,20.0,1.6466666666666667,299,-17.711111111111112,-22.71111111111111,-12.663888888888891,-0.9233333333333333,-27.386772486772486,-32.605714285714285,-22.206911375661377,-22.39047619047619,-27.104047619047616,-17.544444444444444
5,4,2,cnf|gap&ovl|mrg|tzi,1,0,16.52777777777778,1.65,20.588461538461537,20.0,1.6733333333333333,300,-17.711111111111112,-22.61111111111111,-12.722222222222221,-0.8966666666666666,-27.386772486772486,-32.53524470899471,-22.160178571428574,-22.39047619047619,-27.01611111111111,-18.000476190476192
5,4,2,as|gap|mrg|ovl&tzi,1,1,17.555555555555554,1.57,20.56068376068376,19.333333333333332,1.5666666666666667,299,-17.73888888888889,-22.42347222222222,-13.664722222222222,-1.0033333333333334,-27.414550264550268,-32.856263227513224,-22.33119047619048,-22.418253968253964,-27.343551587301583,-17.65486111111111
6,4,2,as|cnf&mrg|gap|ovl&tzi,1,1,19.555555555555554,1.7,20.56068376068376,19.333333333333332,1.66,299,-17.73888888888889,-22.42347222222222,-13.664722222222222,-0.91,-27.414550264550268,-32.856263227513224,-22.33119047619048,-22.418253968253964,-27.343551587301583,-17.65486111111111
4,3,2,as|gap|ovl&tzi,0,1,19.555555555555554,1.75,20.56068376068376,19.333333333333332,1.6966666666666668,299,-17.73888888888889,-22.42347222222222,-13.664722222222222,-0.8733333333333333,-27.414550264550268,-32.856263227513224,-22.33119047619048,-22.418253968253964,-27.343551587301583,-17.65486111111111
5,4,2,as|gap&tzi|mrg|ovl,1,1,19.555555555555554,1.58,20.477350427350423,19.333333333333332,1.5166666666666666,300,-17.822222222222223,-22.33513888888889,-13.644305555555553,-1.0533333333333332,-27.4978835978836,-32.66801587301587,-22.517579365079364,-22.501587301587296,-27.36269841269841,-17.727162698412695
6,5,2,as&tzi|cnf|gap|mrg|ovl,1,1,19.305555555555554,1.6,20.477350427350423,19.333333333333332,1.5233333333333334,300,-17.822222222222223,-22.572222222222223,-13.109722222222222,-1.0466666666666666,-27.4978835978836,-32.778518518518524,-22.599206349206348,-22.501587301587296,-27.268750000000004,-17.85789682539683
